↑  Dept,Division,Course,Last Name,First Name,Term,Year,Item 11. I found the course intellectually stimulating.,Item 22. The course provided me with a deeper understanding of the subject matter.,Item 33. The instructor created a course atmosphere that was conducive to my learning.,"Item 44. Course projects, assignments, tests and/or exams improved my understanding of the course material.","Item 55. Course projects, assignments, tests and/or exams provided opportunity for me to demonstrate an understanding of the course material.","Item 66. Overall, the quality of my learning experience in this course was:",Instructor generated enthusiasm,Course Workload,I would recommend this course,Number of Students Invited,Number of Respondents
COMPG,ARTSC,Intro to Financial Acct RSM219H1-F-LEC0501,Zuliani,Elisa,Fall,2015,4.2,4.3,4.1,4,4.3,4,4.3,3.2,4.3,58,16
COMPG,ARTSC,Intro to Financial Acct RSM219H1-F-LEC0701,McDonald,Julie,Fall,2015,3.3,3.5,3.2,3.2,3.6,2.9,3.5,3.1,3.2,49,11
COMPG,ARTSC,Intro to Financial Acct RSM219H1-F-LEC0801,Tassone,Ralph,Fall,2015,3.7,4.3,4.4,4,3.7,3.9,4.1,2.9,4,58,23
COMPG,ARTSC,Intro to Financial Acct RSM219H1-F-LEC0901,Tassone,Ralph,Fall,2015,3.9,4.3,4.5,3.7,4.1,4.1,4.2,3.2,4.2,59,22
COMPG,ARTSC,Intro to Financial Acct RSM219H1-F-LEC1001,Callen,Mindy,Fall,2015,4,4.3,3.7,3.9,4,3.7,3.9,3,4,49,26
COMPG,ARTSC,Intro to Financial Acct RSM219H1-F-LEC1101,Callen,Mindy,Fall,2015,3,3.8,3.2,3.4,3.6,3,2.9,3,3.3,48,31
COMPG,ARTSC,Int Financial Acctng I RSM220H1-F-LEC0101,Zhu,Yin,Fall,2015,2.1,2.6,2,2.4,2.4,1.9,1.9,3.6,2.1,32,11
COMPG,ARTSC,Int Financial Acctng II RSM221H1-F-LEC0101,Cheng,Fang,Fall,2015,3.7,3.7,4.3,4.1,4,4,4.3,4,4.1,26,10
COMPG,ARTSC,Int Financial Acctng II RSM221H1-F-LEC0201,Palancz,Eszter,Fall,2015,4.1,4.4,4.5,4.2,4.2,4,4.3,3.1,4,34,29
COMPG,ARTSC,Int Financial Acctng II RSM221H1-F-LEC0301,Palancz,Eszter,Fall,2015,4.1,4.3,4.8,4.1,4.2,4.3,4.6,3.3,4.3,34,30
COMPG,ARTSC,Int Financial Acctng II RSM221H1-F-LEC0401,Su,Minhui,Fall,2015,4.3,4.4,4.5,4.2,4.2,4.1,4.4,3.3,4.1,40,30
COMPG,ARTSC,Int Financial Acctng II RSM221H1-F-LEC0501,Liao,Wei-Yi,Fall,2015,4.7,4.7,4.8,4.6,4.7,4.7,4.8,3.5,4.5,46,44
COMPG,ARTSC,Management Acctg I RSM222H1-F-LEC0101,Callen,Jeffrey,Fall,2015,3.9,4,4.1,3.8,3.9,3.6,3.8,3.2,3.6,48,22
COMPG,ARTSC,Legal Env of Bus I RSM225H1-F-LEC0101,Rybak,Jeff,Fall,2015,3.8,4.2,4,3.7,3.8,3.6,4.1,3,3.9,52,11
COMPG,ARTSC,Legal Env of Bus I RSM225H1-F-LEC5101,Rybak,Jeff,Fall,2015,4.3,4.5,4.1,4.3,4.3,4.1,4.2,3,4.1,50,20
COMPG,ARTSC,Legal Env of Bus I RSM225H1-F-LEC5201,Shear,Daniel,Fall,2015,4.5,4.6,4.4,4.3,4.3,4.4,4.6,3.1,4.3,41,8
COMPG,ARTSC,Legal Env of Bus I RSM225H1-F-LEC5301,Seidman,Jaclyn,Fall,2015,4.5,4.7,4.7,4.3,4.3,4.4,4.6,3.1,4.4,50,38
COMPG,ARTSC,Financial Markets RSM230H1-F-LEC0101,Brean,Donald,Fall,2015,3.3,3.8,2.9,3.8,4,3.2,2.9,3.3,3.3,49,14
COMPG,ARTSC,Financial Markets RSM230H1-F-LEC0201,Huggins,William,Fall,2015,4.1,4.4,4.7,3.7,3.9,4.1,4.6,3.5,4.4,51,37
COMPG,ARTSC,Financial Markets RSM230H1-F-LEC0301,Tolias,Fotini,Fall,2015,4.1,4.2,4.2,3.4,3.4,3.6,3.8,3.2,4,60,25
COMPG,ARTSC,Financial Markets RSM230H1-F-LEC0401,Tolias,Fotini,Fall,2015,3.7,4.2,4.1,4.1,4,3.7,3.9,3.3,4,52,30
COMPG,ARTSC,Financial Markets RSM230H1-F-LEC0501,Huggins,William,Fall,2015,4.2,4.4,4.5,3.9,3.9,4.1,4.5,3.4,4.3,53,47
COMPG,ARTSC,Principles Marketing RSM250H1-F-LEC0101,Webb,Ryan,Fall,2015,3.6,3.6,4.4,3.5,3.7,3.4,4,2.8,3.9,54,14
COMPG,ARTSC,Principles Marketing RSM250H1-F-LEC0201,Webb,Ryan,Fall,2015,4,4.2,4.3,3.9,4,3.7,4.1,2.8,4,51,24
COMPG,ARTSC,Principles Marketing RSM250H1-F-LEC0301,Webb,Ryan,Fall,2015,3.8,3.8,4.3,3.9,4,3.9,4.4,2.7,4.1,53,23
COMPG,ARTSC,Principles Marketing RSM250H1-F-LEC0401,Webb,Ryan,Fall,2015,4.3,4.2,4.7,4,4,4.3,4.6,2.4,4.5,49,15
COMPG,ARTSC,Principles Marketing RSM250H1-F-LEC0501,Iarocci,Anne,Fall,2015,4.1,4.4,4.9,4.1,4,4.1,4.9,2.6,4.7,27,8
COMPG,ARTSC,Marketing Mgmt RSM251H1-F-LEC0101,Volpe,Luciano,Fall,2015,4.3,4,4.3,3.9,4.1,3.8,4.5,3.1,3.8,52,25
COMPG,ARTSC,Organizational Behav RSM260H1-F-LEC0101,Christianson,Marlys,Fall,2015,3.6,4.1,4.6,3.7,3.7,3.9,4.4,2.9,4.1,52,37
COMPG,ARTSC,Organizational Behav RSM260H1-F-LEC0201,Oesch,John,Fall,2015,4.1,4.2,4.5,3.9,3.9,4.1,4.4,2.7,4.1,54,14
COMPG,ARTSC,Organizational Behav RSM260H1-F-LEC0301,Radie,Amal,Fall,2015,3.2,3.6,3.6,3.3,3.3,3.3,3.4,2.7,3.4,50,27
COMPG,ARTSC,Operations Mgmt RSM270H1-F-LEC0101,Malekian,Azarakhsh,Fall,2015,3.9,4,3.4,4.1,4,3.7,3.5,3.7,3.8,42,19
COMPG,ARTSC,Operations Mgmt RSM270H1-F-LEC0201,Malekian,Azarakhsh,Fall,2015,3.5,3.8,3.2,3.7,3.8,3.3,3.3,3.5,3.7,36,20
COMPG,ARTSC,Operations Mgmt RSM270H1-F-LEC0301,Malekian,Azarakhsh,Fall,2015,3.5,3.9,3.4,3.9,3.9,3.2,3.2,3.7,3.5,44,13
COMPG,ARTSC,Special Topics Mgmt RSM315H1-F-LEC0101,Ashraf,Syed,Fall,2015,4.4,4.6,4.9,4.2,4.3,4.5,5,3.1,4.8,45,25
COMPG,ARTSC,Int Financial Acctng III RSM320H1-F-LEC0101,Amernic,Joel,Fall,2015,4.5,4.5,4.5,4.4,4.3,4.2,4.9,4.2,4.5,29,14
COMPG,ARTSC,Adv Accounting Topics RSM321H1-F-LEC0101,Richardson,Gordon,Fall,2015,3.9,4,3.7,3.8,3.7,3.5,3.9,3.8,3.5,50,31
COMPG,ARTSC,Adv Accounting Topics RSM321H1-F-LEC0201,McDonald,Julie,Fall,2015,4.3,4.3,4.6,4.2,4.2,4.1,4.6,4,4,52,20
COMPG,ARTSC,Adv Accounting Topics RSM321H1-F-LEC0301,McDonald,Julie,Fall,2015,4.1,4.3,4.5,4.2,4.1,3.8,4.3,3.9,3.9,48,17
COMPG,ARTSC,Auditing I RSM323H1-F-LEC0101,Zhang,Ping,Fall,2015,3,3.5,3,3.2,3.3,2.9,3.4,3.1,2.8,34,14
COMPG,ARTSC,Auditing I RSM323H1-F-LEC0301,Zhang,Ping,Fall,2015,3,3.6,2.9,3,3,2.6,3.1,3.4,2.1,31,7
COMPG,ARTSC,Can Income Tax I RSM324H1-F-LEC0101,Iqbal,Abraham,Fall,2015,4.4,4.6,4.6,4.2,4.4,4.4,4.5,3.7,4.2,39,19
COMPG,ARTSC,Can Income Tax I RSM324H1-F-LEC0201,Iqbal,Abraham,Fall,2015,4.4,4.7,4.6,4.3,4.5,4.4,4.5,3.5,4.2,53,38
COMPG,ARTSC,Can Income Tax I RSM324H1-F-LEC0301,Orzech,Cara,Fall,2015,4.3,4.3,4.3,4.1,4.2,4.1,4.1,3.5,3.7,32,15
COMPG,ARTSC,Can Income Tax I RSM324H1-F-LEC0401,Orzech,Cara,Fall,2015,3.9,4,4,3.9,3.8,3.6,4.1,3.7,4,30,18
COMPG,ARTSC,Bus Info Systems RSM327H1-F-LEC5101,Kwan,Amy,Fall,2015,3.5,3.8,3.8,3.5,3.3,3.4,4.1,3.7,3.5,52,22
COMPG,ARTSC,Investments RSM330H1-F-LEC0101,Stapleton,Maureen,Fall,2015,4,3.9,3.8,4.3,4.3,3.8,4.2,3.2,4.3,51,26
COMPG,ARTSC,Investments RSM330H1-F-LEC0201,Stapleton,Maureen,Fall,2015,4,4,4.5,3.6,3.9,3.8,4.4,3.4,4.1,57,28
COMPG,ARTSC,Capital Mkt Theory RSM332H1-F-LEC0101,Kan,Raymond,Fall,2015,3.6,3.7,3.4,3.7,4,3.4,3.4,3.9,3.2,42,15
COMPG,ARTSC,Capital Mkt Theory RSM332H1-F-LEC0201,Kan,Raymond,Fall,2015,4.1,3.4,3.9,3.4,3.4,3,3.6,4.1,2.8,44,17
COMPG,ARTSC,Capital Mkt Theory RSM332H1-F-LEC0301,Jeon,Yoontae,Fall,2015,3.7,3.8,4,3.7,3.4,3.4,3.9,4.2,3.1,43,21
COMPG,ARTSC,Capital Mkt Theory RSM332H1-F-LEC0401,Kan,Raymond,Fall,2015,3.9,3.8,4,4.2,3.9,3.6,3.8,3.9,2.8,39,17
COMPG,ARTSC,Capital Mkt Theory RSM332H1-F-LEC0501,Liang,Xin,Fall,2015,3.5,3.5,2.9,3.7,3.7,2.9,2.9,3.5,2.8,50,24
COMPG,ARTSC,Capital Mkt Theory RSM332H1-F-LEC0601,Liang,Xin,Fall,2015,3.8,3.8,3.3,3.8,3.6,3,3.9,3.8,2.9,39,17
COMPG,ARTSC,Capital Mkt Theory RSM332H1-F-LEC0701,Daroga,Rayomand,Fall,2015,4.3,4.3,4.7,4,4,4,4.6,4,3.8,47,24
COMPG,ARTSC,Capital Mkt Theory RSM332H1-F-LEC5101,Burke,Harry,Fall,2015,4.5,4.4,4.8,4.3,4.3,4.5,4.8,3.8,4.1,38,24
COMPG,ARTSC,Capital Mkt Theory RSM332H1-F-LEC5201,Daroga,Rayomand,Fall,2015,3.5,4,4.3,3.6,3.6,3.7,4,3.6,3.6,28,11
COMPG,ARTSC,Intro Corp Finance RSM333H1-F-LEC0101,Huggins,William,Fall,2015,3.9,3.9,3.6,3.9,3.7,3.5,3.9,3.8,3.5,51,28
COMPG,ARTSC,Intro Corp Finance RSM333H1-F-LEC0201,Huggins,William,Fall,2015,3.9,4,3.8,3.6,3.4,3.2,3.9,3.8,3.4,58,30
COMPG,ARTSC,Marketing Research RSM352H1-F-LEC0101,Iarocci,Anne,Fall,2015,4.1,4.2,4.6,4,4.2,4.2,4.4,2.9,4.1,50,20
COMPG,ARTSC,Consumer Behaviour RSM353H1-F-LEC0101,Hawkins,Scott,Fall,2015,4.3,4.4,4.5,3.8,3.7,4.1,4.4,3.3,4.1,47,24
COMPG,ARTSC,Human Resource Mgmt RSM361H1-F-LEC5101,Leung,Kevin,Fall,2015,2.6,3.3,3,3.5,3.4,2.9,2.5,3,2.9,47,16
COMPG,ARTSC,Strategic Mgmt RSM392H1-F-LEC0101,Bryan,Kevin,Fall,2015,4.5,4.5,4.6,3.7,3.8,4.3,4.9,3.2,4.5,45,13
COMPG,ARTSC,Strategic Mgmt RSM392H1-F-LEC0201,Bryan,Kevin,Fall,2015,4.5,4.4,4.8,3.7,3.8,4.2,4.9,3.5,4.4,47,15
COMPG,ARTSC,Strategic Mgmt RSM392H1-F-LEC0301,Bryan,Kevin,Fall,2015,4.7,4.5,4.6,3.9,3.8,4,4.5,3.2,4.2,46,18
COMPG,ARTSC,Management Control RSM422H1-F-LEC0101,Zuliani,Elisa,Fall,2015,3,2.8,3.6,2.6,2.9,2.9,3.8,3.5,2.5,58,8
COMPG,ARTSC,Management Control RSM422H1-F-LEC0201,Amernic,Joel,Fall,2015,4.1,4.1,4.7,4.1,3.9,4.1,4.7,3.7,3.9,59,30
COMPG,ARTSC,Management Control RSM422H1-F-LEC0301,Tassone,Ralph,Fall,2015,3.8,3.9,4.2,3.8,3.9,4,4.1,3.8,3.6,50,33
COMPG,ARTSC,Auditing II RSM423H1-F-LEC0101,Smieliauskas,Waldemar,Fall,2015,3,3.3,3.2,2.9,3.3,3.1,3.9,3.6,3.1,51,15
COMPG,ARTSC,Auditing II RSM423H1-F-LEC5101,Smieliauskas,Waldemar,Fall,2015,3.6,3.7,3.9,3.6,3.6,3.4,3.6,3.8,3.1,48,19
COMPG,ARTSC,Can Income Tax II RSM424H1-F-LEC0101,Orzech,Cara,Fall,2015,3.7,4.2,4.5,4,4,3.8,4,3.6,3.8,45,27
COMPG,ARTSC,Financial Instu RSM428H1-F-LEC0101,Callen,Jeffrey,Fall,2015,3.5,3.8,3.7,4,3.9,3.6,4,3.5,3.4,23,13
COMPG,ARTSC,Financial Statement RSM429H1-F-LEC0101,Mohanram,Partha,Fall,2015,4.4,4.5,4.6,4.5,4.5,4.3,4.4,3.4,4.4,75,50
COMPG,ARTSC,Fixed Income Secur RSM430H1-F-LEC0101,Tolias,Fotini,Fall,2015,4.1,4.6,4.6,4.3,4.2,4.3,4.5,3.2,4.5,55,19
COMPG,ARTSC,Fixed Income Secur RSM430H1-F-LEC0201,Tolias,Fotini,Fall,2015,4,4.2,4.5,4.1,4.2,4,4.3,3.1,4.6,57,43
COMPG,ARTSC,Fixed Income Secur RSM430H1-F-LEC0301,Tolias,Fotini,Fall,2015,4.1,4.6,4.2,4.2,4.1,4,4.4,3,4.5,48,36
COMPG,ARTSC,Futures & Options RSM435H1-F-LEC0101,Yung,Otto,Fall,2015,4.8,4.7,4.7,4.6,4.4,4.4,4.4,3.3,4.4,22,18
COMPG,ARTSC,Futures & Options RSM435H1-F-LEC0201,Yung,Otto,Fall,2015,4.4,4.6,4.7,4.5,4.4,4.3,4.8,3.3,4.3,43,26
COMPG,ARTSC,Futures & Options RSM435H1-F-LEC0301,Yung,Otto,Fall,2015,4.7,4.7,4.7,4.5,4.7,4.6,4.3,3.6,4.2,33,16
COMPG,ARTSC,International Finance RSM437H1-F-LEC0101,Rotenberg,Wendy,Fall,2015,4,4.2,4.4,4.2,4.2,4.2,3.9,2.5,4.2,33,14
COMPG,ARTSC,International Finance RSM437H1-F-LEC0201,Rotenberg,Wendy,Fall,2015,3.8,3.8,4.3,3.9,3.7,3.8,4.1,3,3.7,13,9
COMPG,ARTSC,International Finance RSM437H1-F-LEC0301,Rotenberg,Wendy,Fall,2015,3.9,3.9,3.7,3.6,3.6,3.7,3.9,3.1,3.8,33,10
COMPG,ARTSC,Mktg Behav Economics RSM450H1-F-LEC0101,Ly,Kim,Fall,2015,4.4,4.6,4.4,4.1,3.9,4,4.1,2.8,4.4,20,10
COMPG,ARTSC,Mktg Behav Economics RSM450H1-F-LEC0201,Ly,Kim,Fall,2015,3.7,3.8,3.8,3.5,3.5,3.5,3.5,2.8,3.8,47,20
COMPG,ARTSC,Pricing RSM455H1-F-LEC0101,Ching,Andrew,Fall,2015,4,4.3,4.3,4.1,4.3,4.2,4.5,3,4.1,27,15
COMPG,ARTSC,Big Data & Marketing Analytics RSM456H1-F-LEC0101,Ching,Andrew,Fall,2015,4.1,3.7,3.8,4,3.9,3.5,4.2,4.1,3.5,31,20
COMPG,ARTSC,Manag Negotiations RSM461H1-F-LEC0101,Marzi,Elham,Fall,2015,4.4,4.6,4.9,4.2,4.2,4.8,5,2.6,4.8,11,9
COMPG,ARTSC,Managing People Glbl RSM462H1-F-LEC0101,Zhang,Tingting,Fall,2015,3.7,3.9,3.9,3.9,3.7,3.8,3.9,3.3,3.7,47,21
COMPG,ARTSC,Orgn Theory & Applns RSM464H1-F-LEC0101,Armstrong,Ann,Fall,2015,4.3,4.3,4.5,4.4,4.4,4.4,4.3,2.9,4.5,29,10
COMPG,ARTSC,Management Science RSM470H1-F-LEC0101,Berman,Oded,Fall,2015,3.9,4.3,4.1,4.5,4.5,4.1,4.1,2.7,4.3,32,16
COMPG,ARTSC,Management Science RSM470H1-F-LEC0201,Berman,Oded,Fall,2015,3.8,4.3,3.9,4.5,4.4,4.3,4.1,3,4.4,14,8
COMPG,ARTSC,Game Theory for Strat RSM482H1-F-LEC0101,Mitchell,Matthew,Fall,2015,4.9,4.9,4.8,4.5,4.2,4.6,4.8,3.2,4.7,34,13
COMPG,ARTSC,International Business RSM490H1-F-LEC0101,Amburgey,Terry,Fall,2015,3.6,3.4,3.7,3.4,3.5,3.3,3.9,3.4,3.5,23,13
COMPG,ARTSC,International Business RSM490H1-F-LEC0201,Amburgey,Terry,Fall,2015,3.9,4.1,4,4.3,4.2,4.3,3.9,3.3,4.4,56,25
COMPG,ARTSC,Entrepreneurship RSM493H1-F-LEC0101,Reuber,Rebecca,Fall,2015,3.7,4.5,4.3,4,3.7,4.2,4.3,3.2,4.3,14,6
COMPG,ARTSC,Entrepreneurship RSM493H1-F-LEC0201,Reuber,Rebecca,Fall,2015,4.7,4.2,4.3,4.7,4.5,4.7,4.7,3.3,4.8,15,6
COMPG,ARTSC,Intro to Financial Acct RSM219H1 - LEC0101,Zuliani,Elisa,Fall,2012,3.5,3.8,4.1,3.8,3.7,3.5,N/A,2.9,3.8,48,28
COMPG,ARTSC,Intro to Financial Acct RSM219H1 - LEC0201,Zuliani,Elisa,Fall,2012,3.7,3.9,4.3,4,4,3.9,N/A,2.9,3.8,56,30
COMPG,ARTSC,Intro to Financial Acct RSM219H1 - LEC0401,Zuliani,Elisa,Fall,2012,3.6,3.9,4.3,3.7,3.8,3.5,N/A,3,3.9,54,27
COMPG,ARTSC,Intro to Financial Acct RSM219H1 - LEC0501,Edwards,Alexander,Fall,2012,3.4,3.9,4.2,3.9,3.9,3.7,N/A,2.9,3.6,52,39
COMPG,ARTSC,Intro to Financial Acct RSM219H1 - LEC0601,Zuliani,Elisa,Fall,2012,3.7,4,4.3,3.9,4,3.8,N/A,3,4.1,55,31
COMPG,ARTSC,Intro to Financial Acct RSM219H1 - LEC0701,Edwards,Alexander,Fall,2012,3.5,4.1,4.2,3.6,3.7,3.7,N/A,2.8,4,54,49
COMPG,ARTSC,Intro to Financial Acct RSM219H1 - LEC0801,Edwards,Alexander,Fall,2012,3.3,3.9,4.4,3.6,3.8,3.7,N/A,2.9,4.1,38,30
COMPG,ARTSC,Intro to Financial Acct RSM219H1 - LEC0901,Callen,Mindy,Fall,2012,3.3,3.9,3.2,3.6,3.9,3.1,N/A,3,3.4,47,26
COMPG,ARTSC,Intro to Financial Acct RSM219H1 - LEC1001,Callen,Mindy,Fall,2012,2.8,3.6,3,3.1,3.4,2.8,N/A,3.2,2.7,34,19
COMPG,ARTSC,Intro to Financial Acct RSM219H1 - LEC1101,Tassone,Ralph,Fall,2012,3.1,3.8,3.8,3.6,3.5,3.2,N/A,3.4,3.8,50,23
COMPG,ARTSC,Financial Accounting RSM220H1 - LEC5101,Mizrahi,Neal,Fall,2012,3.8,3.8,3.5,3.8,3.6,3.4,N/A,4.2,3,42,20
COMPG,ARTSC,Inter Fin Acctg I RSM221H1 - LEC0401,Douglas,Scott,Fall,2012,3.8,4,4.3,3.8,3.8,3.4,N/A,3.8,3.4,48,24
COMPG,ARTSC,Inter Fin Acctg I RSM221H1 - LEC5201,Douglas,Scott,Fall,2012,4.3,4.3,4.4,4,3.8,3.7,N/A,4,3.2,31,18
COMPG,ARTSC,Management Acctg I RSM222H1 - LEC0101,Callen,Jeffrey,Fall,2012,3.8,4.3,4.1,3.7,3.6,3.7,N/A,3.3,3.8,45,19
COMPG,ARTSC,Legal Env of Bus I RSM225H1 - LEC0101,Rybak,Jeff,Fall,2012,3.9,4,4.3,4,3.9,3.6,N/A,3.2,3.6,56,34
COMPG,ARTSC,Legal Env of Bus I RSM225H1 - LEC5101,Rybak,Jeff,Fall,2012,4.3,4.3,4.4,4.3,4,4,N/A,3.2,3.6,47,26
COMPG,ARTSC,Legal Env of Bus I RSM225H1 - LEC5201,Shear,Daniel,Fall,2012,4.1,4.4,4.4,4.3,4.6,4.2,N/A,3.5,4,51,25
COMPG,ARTSC,Legal Env of Bus I RSM225H1 - LEC5301,Seidman,Jaclyn,Fall,2012,4.5,4.5,4.7,4.3,4.2,4.2,N/A,3.5,3.9,50,28
COMPG,ARTSC,Financial Markets RSM230H1 - LEC0101,Christoffersen,Susan,Fall,2012,4,4.4,4.7,4.1,3.9,4.1,N/A,3.2,4.2,44,27
COMPG,ARTSC,Financial Markets RSM230H1 - LEC0201,Huggins,William,Fall,2012,4.1,4.4,4.4,4,3.9,3.9,N/A,3.3,4.1,N/A,28
COMPG,ARTSC,Financial Markets RSM230H1 - LEC0301,Huggins,William,Fall,2012,3.9,4.1,4.1,4.1,3.9,3.8,N/A,3,3.9,N/A,37
COMPG,ARTSC,Financial Markets RSM230H1 - LEC0401,Freeborough,Carolyn,Fall,2012,3.9,4,4.4,3.7,3.7,3.7,N/A,3.2,3.6,36,22
COMPG,ARTSC,Financial Markets RSM230H1 - LEC0501,Freeborough,Carolyn,Fall,2012,3.9,4.1,4.1,3.8,3.6,3.4,N/A,3.4,3.4,50,30
COMPG,ARTSC,Principles Marketing RSM250H1 - LEC0101,Borkovsky,Ron,Fall,2012,4,4,4.2,3.8,4,3.8,N/A,2.9,4,46,25
COMPG,ARTSC,Principles Marketing RSM250H1 - LEC0201,Borkovsky,Ron,Fall,2012,3.4,3.7,3.8,3.5,3.7,3.5,N/A,3,3.8,41,24
COMPG,ARTSC,Principles Marketing RSM250H1 - LEC0401,Zhao,Min,Fall,2012,3.9,4,4.3,4.1,4.1,3.9,N/A,3,4,49,30
COMPG,ARTSC,Principles Marketing RSM250H1 - LEC0501,Zhao,Min,Fall,2012,3.9,3.9,4.1,3.8,3.8,3.5,N/A,3.2,4,47,28
COMPG,ARTSC,Principles Marketing RSM250H1 - LEC0601,Barker,Ann,Fall,2012,3.8,3.8,4.2,3.7,3.9,3.7,N/A,2.7,3.8,48,28
COMPG,ARTSC,Principles Marketing RSM250H1 - LEC0701,Zhao,Min,Fall,2012,4.1,4.2,4.4,4.3,4.2,4.3,N/A,3,4.2,48,20
COMPG,ARTSC,Marketing Mgmt RSM251H1 - LEC0101,Volpe,Luciano,Fall,2012,3.7,3.8,3.3,3.5,3.6,3.1,N/A,3.5,3.6,42,21
COMPG,ARTSC,Organizational Behav RSM260H1 - LEC0101,De Voe,Sanford,Fall,2012,3.9,4.3,4.5,4,4.2,4.1,N/A,2.8,4.3,58,36
COMPG,ARTSC,Organizational Behav RSM260H1 - LEC0201,De Voe,Sanford,Fall,2012,4.1,4.2,4.5,3.9,4.1,4.1,N/A,2.8,4.4,53,44
COMPG,ARTSC,Organizational Behav RSM260H1 - LEC0301,De Voe,Sanford,Fall,2012,3.4,3.7,4.4,3.7,3.8,3.8,N/A,2.6,4.2,54,38
COMPG,ARTSC,Operations Mgmt RSM270H1 - LEC0101,Trippen,Gerhard,Fall,2012,4.2,4.4,4.6,4.3,4.1,4.4,N/A,3.1,4.4,54,25
COMPG,ARTSC,Operations Mgmt RSM270H1 - LEC0201,Trippen,Gerhard,Fall,2012,4.1,4.4,4.6,4.1,4,4.1,N/A,3.3,4.1,56,29
COMPG,ARTSC,Special Topics Mgmt RSM311H1 - LEC0101,Hu,Ming,Fall,2012,4.1,4.3,4.3,4.4,4.3,4,N/A,3.5,3.9,12,10
COMPG,ARTSC,Inter Fin Acctg II RSM320H1 - LEC0201,Amernic,Joel,Fall,2012,3.5,3.7,3.9,3.9,3.9,3.4,N/A,4.1,3.1,37,13
COMPG,ARTSC,Inter Fin Acctg II RSM320H1 - LEC0301,Amernic,Joel,Fall,2012,3.7,4,4.1,3.9,3.7,3.3,N/A,4.3,2.8,25,15
COMPG,ARTSC,Adv Accounting Topics RSM321H1 - LEC0101,McDonald,Julie,Fall,2012,3.8,4.1,3.9,4.1,3.9,3.6,N/A,3.9,3,45,25
COMPG,ARTSC,Adv Accounting Topics RSM321H1 - LEC0201,Richardson,Gordon,Fall,2012,4.2,4.4,4.2,3.7,4.1,3.5,N/A,4.1,3.4,34,15
COMPG,ARTSC,Mgt Acctg and Decision RSM322H1 - LEC0101,Losell,Donna,Fall,2012,2.7,2.6,2.5,3.1,3.4,2.5,N/A,3.5,2.3,45,23
COMPG,ARTSC,Mgt Acctg and Decision RSM322H1 - LEC0201,Losell,Donna,Fall,2012,2.7,2.6,2.4,3,2.9,2.4,N/A,3.9,2.3,52,27
COMPG,ARTSC,Mgt Acctg and Decision RSM322H1 - LEC0301,Losell,Donna,Fall,2012,3,2.8,3,3.6,3.4,2.7,N/A,3.7,2.8,50,30
COMPG,ARTSC,Auditing I RSM323H1 - LEC0101,Zhang,Ping,Fall,2012,3.2,3.2,3,3.5,3.3,2.7,N/A,3.2,2.4,29,18
COMPG,ARTSC,Auditing I RSM323H1 - LEC0201,Zhang,Ping,Fall,2012,2.7,3.1,2.9,3.1,3.5,2.8,N/A,3.4,3.1,39,16
COMPG,ARTSC,Can Income Tax I RSM324H1 - LEC0101,Kitunen,Joan,Fall,2012,4.6,4.7,4.5,4.3,4.3,4.1,N/A,4.1,3.8,50,21
COMPG,ARTSC,Can Income Tax I RSM324H1 - LEC0201,Orzech,Cara,Fall,2012,4,4.4,4,4,3.9,3.8,N/A,3.8,3.5,49,29
COMPG,ARTSC,Can Income Tax I RSM324H1 - LEC0301,Jakubowicz,Daniel,Fall,2012,4.3,4.6,4.6,4.1,4.2,4.4,N/A,3.5,3.9,46,23
COMPG,ARTSC,Can Income Tax I RSM324H1 - LEC0401,Orzech,Cara,Fall,2012,3.7,4.1,4,3.6,3.8,3.5,N/A,4,3.4,42,26
COMPG,ARTSC,Bus Info Systems RSM327H1 - LEC5101,Rassouli,Kazem,Fall,2012,3.1,3.5,3.8,4,3.9,3.2,N/A,2.9,3.9,43,21
COMPG,ARTSC,Financial Distress RSM328H1 - LEC0101,Losell,Donna,Fall,2012,3.7,3.9,3.7,3.7,3.8,3.6,N/A,2.9,3.6,20,11
COMPG,ARTSC,Investments RSM330H1 - LEC0101,Stapleton,Maureen,Fall,2012,4.2,4.3,4.1,3.7,3.8,3.7,N/A,3.6,4.1,42,18
COMPG,ARTSC,Investments RSM330H1 - LEC0201,Stapleton,Maureen,Fall,2012,3.5,3.5,3.3,4,3.7,3.5,N/A,3.4,3.2,50,20
COMPG,ARTSC,Investments RSM330H1 - LEC0301,Stapleton,Maureen,Fall,2012,3.7,4,4.1,3.9,3.9,3.6,N/A,3.4,3.8,50,20
COMPG,ARTSC,Capital Mkt Theory RSM332H1 - LEC0101,Kan,Raymond,Fall,2012,3.7,3.5,3.5,3.8,3.8,3.3,N/A,3.6,2.9,54,32
COMPG,ARTSC,Capital Mkt Theory RSM332H1 - LEC0201,Kan,Raymond,Fall,2012,3.4,3.4,3.4,3.7,3.6,3.1,N/A,3.6,3,44,25
COMPG,ARTSC,Capital Mkt Theory RSM332H1 - LEC0301,Yang,Liyan,Fall,2012,4.1,4.4,4.5,4.3,4.1,3.9,N/A,3.1,3.8,N/A,22
COMPG,ARTSC,Capital Mkt Theory RSM332H1 - LEC0401,Yang,Liyan,Fall,2012,3.7,3.9,4.1,3.9,3.9,3.6,N/A,3.4,3.6,N/A,63
COMPG,ARTSC,Capital Mkt Theory RSM332H1 - LEC0701,Brean,Donald,Fall,2012,3.5,3.6,3.4,4,4,3.2,N/A,3.3,3.2,46,29
